LastLoginDate,CustomerClass,NoRekCustomer ,CustomerName,Country,City,Region,Umur,Category,TipeProduct,TransPerMonth, Balance ,SalaryPerMonth,Kids,Houses,Vehicles
9/2/2013,Platinum Class,OFF-BI-10002160,Adam Bellavance,indonesia,Padang,Region A,56,single,Mandiri Deposit,155," 595,889,656 ",24333942,3,1,1
9/2/2013,Platinum Class,OFF-PA-10001970,Adam Bellavance,indonesia,Padang,Region A,22,single,Mandiri Deposit,111," 325,037,991 ",126672594,1,1,2
9/2/2013,Platinum Class,OFF-BI-10004995,Adam Bellavance,indonesia,Padang,Region A,54,single,Mandiri Deposit,97," 53,788,126 ",86878582,3,0,2
6/13/2013,Gold Class,TEC-MA-10002937,Philisse Overcash,indonesia,Jogyakarta,Region B,62,menikah,Mandiri Saving,52," 246,375,470 ",20199055,2,1,2
6/13/2013,Gold Class,OFF-PA-10001970,Philisse Overcash,indonesia,Jogyakarta,Region B,80,menikah,Mandiri Deposit,108," 11,693,817 ",8093390,1,0,0
8/30/2013,Standard Class,OFF-PA-10003256,Rick Bensley,indonesia,Jogyakarta,Region B,42,menikah,Mandiri Deposit,145," 557,056,675 ",11096818,2,1,1
8/30/2013,Standard Class,TEC-AC-10001767,Rick Bensley,indonesia,Jogyakarta,Region B,34,menikah,Mandiri Deposit,94," 454,996,365 ",125355869,2,0,1
8/30/2013,Standard Class,OFF-BI-10002609,Rick Bensley,indonesia,Jogyakarta,Region B,33,menikah,Mandiri Deposit,115," 763,829,193 ",91899054,3,0,2
3/14/2013,Platinum Class,OFF-AP-10000326,Tamara Willingham,indonesia,Balikpapan,Region C,69,single,Mandiri Deposit,199," 929,031,617 ",120101318,1,0,0
3/14/2013,Platinum Class,TEC-PH-10001254,Tamara Willingham,indonesia,Balikpapan,Region C,20,single,Mandiri Deposit,43," 488,584,519 ",26479746,2,0,0
4/6/2013,Gold Class,OFF-ST-10003442,Gary Mitchum,indonesia,Semarang,Region B,51,menikah,Mandiri Consumer Loan,71," 135,367,498 ",83750022,2,0,0
7/1/2014,Standard Class,OFF-BI-10004492,Victor Preis,indonesia,Balikpapan,Region C,59,single,Mandiri Deposit,69," 840,184,462 ",172083111,2,1,0
11/7/2014,Standard Class,OFF-ST-10001414,Valerie Mitchum,indonesia,Pekanbaru,Region A,56,single,Mandiri Consumer Loan,194," 22,713,838 ",85297212,1,0,2
10/20/2014,Gold Class,OFF-PA-10000249,Matt Abelman,indonesia,Semarang,Region B,20,menikah,Mandiri Deposit,90," 373,554,862 ",80696415,2,0,2
6/11/2014,Platinum Class,OFF-LA-10003923,Michelle Tran,indonesia,Balikpapan,Region C,28,single,Mandiri Deposit,112," 543,033,921 ",140248881,3,0,1
6/11/2014,Platinum Class,TEC-PH-10001924,Michelle Tran,indonesia,Balikpapan,Region C,69,single,Mandiri Deposit,22," 986,957,236 ",121002300,2,0,2
11/10/2014,Gold Class,FUR-FU-10000629,Parhena Norris,indonesia,Padang,Region A,37,single,Mandiri Deposit,173," 130,149,636 ",10937566,3,1,1
12/26/2011,Gold Class,FUR-CH-10004063,Alan Dominguez,indonesia,Semarang,Region B,73,single,Mandiri Deposit,73," 681,210,842 ",110420500,2,0,2
1/17/2012,Standard Class,FUR-FU-10002918,Joni Sundaresam,indonesia,Kupang,Region B,29,single,Mandiri Deposit,121," 260,972,088 ",75238861,3,0,2
11/22/2012,Standard Class,OFF-AP-10002311,Harold Pawlan,indonesia,Kupang,Region B,48,menikah,Mandiri Deposit,183," 179,664,484 ",72426823,0,1,2
11/22/2012,Standard Class,OFF-BI-10000756,Harold Pawlan,indonesia,Kupang,Region B,30,menikah,Mandiri Deposit,189," 503,011,557 ",26050353,1,1,1
4/30/2012,Standard Class,FUR-CH-10001146,Paul Stevenson,indonesia,Jogyakarta,Region B,55,single,Mandiri Deposit,69," 375,038,521 ",69135037,2,1,0
4/16/2013,Standard Class,TEC-AC-10004659,Ross Baird,indonesia,Makasar,Region D,53,single,Mandiri Deposit,199," 265,985,295 ",135482180,0,0,1
4/16/2013,Standard Class,TEC-AC-10004659,Ross Baird,indonesia,Makasar,Region D,42,single,Mandiri Deposit,72," 33,292,732 ",22503289,1,0,0
4/8/2014,Standard Class,FUR-TA-10001705,Christopher Schild,indonesia,Makasar,Region D,36,menikah,Investment and Bank Insurance,150," 638,255,646 ",55563222,3,0,1
4/8/2014,Standard Class,FUR-TA-10003473,Christopher Schild,indonesia,Makasar,Region D,65,menikah,Investment and Bank Insurance,101," 881,707,339 ",153174061,0,0,2
4/8/2014,Standard Class,FUR-FU-10004017,Christopher Schild,indonesia,Makasar,Region D,39,menikah,Mandiri Deposit,179," 290,531,315 ",49498656,3,1,2
4/8/2014,Standard Class,TEC-AC-10003832,Christopher Schild,indonesia,Makasar,Region D,36,single,Mandiri Deposit,143," 445,346,877 ",81403397,1,0,0
11/7/2014,Standard Class,OFF-BI-10004738,Roger Barcio,indonesia,Balikpapan,Region C,63,single,Mandiri Deposit,116," 969,347,278 ",125738031,3,1,2
11/14/2014,Platinum Class,OFF-ST-10003656,Christopher Schild,indonesia,Jogyakarta,Region B,71,menikah,Mandiri Consumer Loan,132," 792,078,412 ",79040927,0,0,0
1/23/2014,Standard Class,TEC-CO-10003236,Alan Dominguez,indonesia,Pontianak,Region C,78,single,Mandiri Deposit,164," 730,977,492 ",168996255,0,0,0
1/23/2014,Standard Class,OFF-ST-10004507,Alan Dominguez,indonesia,Pontianak,Region C,33,single,Mandiri Consumer Loan,170," 332,378,526 ",171168709,2,0,0
1/23/2014,Standard Class,OFF-PA-10001667,Alan Dominguez,indonesia,Pontianak,Region C,55,single,Mandiri Deposit,82," 49,894,743 ",89583845,3,0,2
1/23/2014,Standard Class,OFF-ST-10004459,Alan Dominguez,indonesia,Pontianak,Region C,49,single,Mandiri Consumer Loan,13," 830,440,759 ",11624064,3,0,0
10/22/2014,Standard Class,FUR-CH-10003379,Patricia Hirasaki,indonesia,Makasar,Region D,22,menikah,Mandiri Deposit,67," 918,469,722 ",21936686,3,0,2
10/22/2014,Standard Class,FUR-FU-10001756,Patricia Hirasaki,indonesia,Makasar,Region D,42,menikah,Mandiri Deposit,145," 799,320,185 ",94525234,3,1,1
12/3/2012,Standard Class,OFF-BI-10004528,Mark Packer,indonesia,Padang,Region A,51,single,Mandiri Deposit,133," 436,827,436 ",162530926,0,0,1
11/20/2014,Platinum Class,OFF-BI-10000404,Adrian Shami,indonesia,Padang,Region A,43,single,Mandiri Deposit,171," 446,291,141 ",51413033,0,1,2
11/20/2014,Platinum Class,OFF-PA-10002986,Adrian Shami,indonesia,Padang,Region A,43,single,Mandiri Deposit,95," 851,502,709 ",87275597,2,0,1
9/16/2014,Standard Class,FUR-FU-10000221,Meg O'Connel,indonesia,Padang,Region A,34,single,Mandiri Deposit,153," 174,103,524 ",148751120,1,1,2
5/21/2013,Standard Class,OFF-BI-10004728,Rick Bensley,indonesia,Balikpapan,Region C,80,single,Mandiri Deposit,168," 997,638,734 ",132005711,0,1,0
7/22/2014,Standard Class,OFF-PA-10001934,Tamara Willingham,indonesia,Palembang,Region A,79,single,Mandiri Deposit,117," 617,612,271 ",69699037,1,1,0
12/31/2014,Standard Class,OFF-AP-10002457,Chuck Clark,indonesia,Jogyakarta,Region B,50,menikah,Mandiri Deposit,112," 459,013,525 ",123789876,1,1,1
10/24/2013,Standard Class,OFF-PA-10000482,Steven Roelle,indonesia,Padang,Region A,49,single,Mandiri Deposit,46," 244,907,675 ",131946290,3,1,1
9/20/2013,Silver Class,FUR-CH-10001215,Eugene Hildebrand,indonesia,Bandung,Region B,67,single,Mandiri Deposit,86," 151,659,218 ",47738053,3,0,1
9/20/2013,Silver Class,OFF-BI-10004654,Eugene Hildebrand,indonesia,Bandung,Region B,37,menikah,Mandiri Deposit,170," 747,270,493 ",174215598,3,0,2
6/10/2014,Standard Class,FUR-FU-10002759,Meg O'Connel,indonesia,Jogyakarta,Region B,41,single,Mandiri Deposit,24," 793,632,988 ",100709148,1,1,0
6/10/2014,Standard Class,FUR-TA-10000688,Meg O'Connel,indonesia,Jogyakarta,Region B,60,single,Investment and Bank Insurance,17," 161,156,067 ",151292127,0,0,0
6/10/2014,Standard Class,OFF-PA-10002377,Meg O'Connel,indonesia,Jogyakarta,Region B,38,menikah,Mandiri Deposit,42," 602,695,314 ",55517820,3,1,0
5/14/2012,Platinum Class,OFF-AR-10003373,Jesus Ocampo,indonesia,Jambi,Region A,55,single,Mandiri Deposit,62," 135,811,076 ",80781714,1,0,2
5/14/2012,Platinum Class,OFF-LA-10002312,Jesus Ocampo,indonesia,Jambi,Region A,61,single,Mandiri Deposit,80," 269,007,751 ",188573163,3,0,0
5/14/2012,Platinum Class,OFF-EN-10000927,Jesus Ocampo,indonesia,Jambi,Region A,42,single,Mandiri Deposit,22," 988,891,327 ",46122844,1,0,2
5/14/2012,Platinum Class,OFF-LA-10003510,Jesus Ocampo,indonesia,Jambi,Region A,37,single,Mandiri Deposit,145," 653,929,299 ",121109173,2,0,1
5/14/2012,Platinum Class,OFF-AR-10001118,Jesus Ocampo,indonesia,Jambi,Region A,78,single,Mandiri Deposit,29," 819,635,330 ",21680870,2,1,0
5/14/2012,Platinum Class,OFF-BI-10001575,Jesus Ocampo,indonesia,Jambi,Region A,58,single,Mandiri Deposit,143," 372,588,535 ",95179946,2,0,0
5/14/2012,Platinum Class,OFF-BI-10001982,Jesus Ocampo,indonesia,Jambi,Region A,45,single,Mandiri Deposit,16," 657,428,911 ",147257261,0,0,0
4/5/2011,Platinum Class,OFF-PA-10004071,Tracy Hopkins,indonesia,Padang,Region A,62,single,Mandiri Deposit,24," 740,728,008 ",72754771,2,1,1
6/2/2011,Standard Class,OFF-BI-10001658,Christine Kargatis,indonesia,Balikpapan,Region C,60,single,Mandiri Deposit,112," 794,540,145 ",73372107,3,0,2
2/13/2013,Standard Class,OFF-PA-10004092,Ross DeVincentis,indonesia,Balikpapan,Region C,34,single,Mandiri Deposit,99," 22,981,092 ",48736134,1,1,1
10/7/2011,Standard Class,FUR-FU-10000222,Mathew Reese,indonesia,Palembang,Region A,59,single,Mandiri Deposit,195," 754,026,735 ",172289080,1,0,0
1/22/2014,Standard Class,OFF-ST-10000736,Darrin Sayre,indonesia,Balikpapan,Region C,65,single,Mandiri Consumer Loan,185," 871,361,932 ",155467627,1,0,0
1/22/2014,Standard Class,TEC-AC-10003610,Darrin Sayre,indonesia,Balikpapan,Region C,35,single,Mandiri Deposit,49," 63,358,972 ",33102729,3,0,2
1/22/2014,Standard Class,OFF-BI-10003982,Darrin Sayre,indonesia,Balikpapan,Region C,55,single,Mandiri Deposit,122," 202,822,512 ",143310679,0,1,0
1/22/2014,Standard Class,OFF-BI-10003291,Darrin Sayre,indonesia,Balikpapan,Region C,45,single,Mandiri Deposit,137," 984,643,684 ",115102107,3,0,1
1/22/2014,Standard Class,OFF-BI-10000138,Darrin Sayre,indonesia,Balikpapan,Region C,39,single,Mandiri Deposit,116," 369,010,932 ",113783491,2,0,2
1/5/2011,Standard Class,OFF-LA-10003223,Phillina Ober,indonesia,Mataram,Region B,65,menikah,Mandiri Deposit,6," 401,605,304 ",130962588,2,0,0
1/5/2011,Standard Class,OFF-ST-10002743,Phillina Ober,indonesia,Mataram,Region B,69,menikah,Mandiri Consumer Loan,125," 643,177,878 ",74659927,0,1,0
1/5/2011,Standard Class,OFF-BI-10004094,Phillina Ober,indonesia,Mataram,Region B,25,menikah,Mandiri Deposit,165," 736,341,440 ",81561169,3,0,2
8/21/2012,Platinum Class,OFF-PA-10000157,Nick Zandusky,indonesia,Balikpapan,Region C,50,single,Mandiri Deposit,7," 44,780,402 ",139203403,1,0,2
8/21/2012,Platinum Class,OFF-PA-10001947,Nick Zandusky,indonesia,Balikpapan,Region C,43,single,Mandiri Deposit,32," 345,801,978 ",21861657,0,0,1
8/21/2012,Platinum Class,OFF-PA-10003657,Nick Zandusky,indonesia,Balikpapan,Region C,79,single,Mandiri Deposit,151," 246,741,505 ",116466296,2,0,0
4/11/2014,Standard Class,OFF-PA-10004569,Sanjit Jacobs,indonesia,Padang,Region A,54,single,Mandiri Deposit,30," 692,313,235 ",84514532,1,1,2
4/11/2014,Standard Class,OFF-FA-10000624,Sanjit Jacobs,indonesia,Padang,Region A,30,single,Mandiri Credit Card,178," 293,111,355 ",182108163,3,1,0
9/4/2013,Platinum Class,OFF-BI-10000545,Paul Knutson,indonesia,Palembang,Region A,78,single,Mandiri Deposit,121," 998,763,995 ",43426220,3,0,2
9/4/2013,Platinum Class,TEC-PH-10002496,Paul Knutson,indonesia,Palembang,Region A,58,single,Mandiri Deposit,115," 829,514,843 ",16984844,2,1,2
1/17/2013,Standard Class,FUR-FU-10004017,Chuck Clark,indonesia,Jambi,Region A,76,single,Mandiri Deposit,44," 560,308,153 ",182311694,1,0,0
1/17/2013,Standard Class,TEC-AC-10003628,Chuck Clark,indonesia,Jambi,Region A,29,single,Mandiri Deposit,118," 691,752,691 ",123931002,1,1,2
1/17/2013,Standard Class,TEC-AC-10002049,Chuck Clark,indonesia,Jambi,Region A,40,single,Mandiri Deposit,30," 228,358,467 ",173446500,0,0,1
9/17/2011,Standard Class,OFF-BI-10003712,Anthony Garverick,indonesia,Palembang,Region A,52,single,Mandiri Deposit,10," 635,863,394 ",73106134,2,1,2
12/1/2014,Gold Class,OFF-BI-10003984,Harold Pawlan,indonesia,Padang,Region A,58,single,Mandiri Deposit,47," 138,218,465 ",184077727,3,1,2
12/1/2014,Gold Class,FUR-CH-10004287,Harold Pawlan,indonesia,Padang,Region A,27,single,Mandiri Deposit,78," 296,267,049 ",27772456,2,0,1
10/23/2013,Platinum Class,FUR-FU-10000732,Peter McVee,indonesia,Surabaya,Region B,77,single,Mandiri Deposit,70," 767,854,841 ",28233431,1,0,0
10/15/2014,Standard Class,OFF-BI-10001078,Ed Ludwig,indonesia,Jambi,Region A,64,single,Mandiri Deposit,126," 905,227,400 ",37066894,3,1,1
6/27/2014,Platinum Class,OFF-PA-10001622,Tracy Hopkins,indonesia,Surabaya,Region B,40,menikah,Mandiri Deposit,136," 130,487,869 ",42984499,3,1,2
6/27/2014,Platinum Class,OFF-AR-10003158,Tracy Hopkins,indonesia,Surabaya,Region B,80,menikah,Mandiri Deposit,18," 186,933,689 ",100177152,3,0,2
6/27/2014,Platinum Class,TEC-PH-10002660,Tracy Hopkins,indonesia,Surabaya,Region B,29,menikah,Mandiri Deposit,52," 724,573,593 ",194716859,1,1,0
9/3/2014,Standard Class,TEC-PH-10001494,Bill Eplett,indonesia,Bandung,Region B,61,menikah,Mandiri Deposit,149," 705,315,676 ",21999497,0,1,2
9/3/2014,Standard Class,TEC-AC-10004666,Bill Eplett,indonesia,Bandung,Region B,68,menikah,Mandiri Deposit,71," 790,349,607 ",20213647,0,1,1
9/3/2014,Standard Class,OFF-ST-10003816,Bill Eplett,indonesia,Bandung,Region B,47,menikah,Mandiri Consumer Loan,47," 75,857,532 ",153395655,2,1,1
5/31/2012,Standard Class,FUR-FU-10001935,Sample Company A,indonesia,Palembang,Region A,68,single,Mandiri Deposit,10," 686,609,916 ",82543786,1,0,1
6/21/2013,Standard Class,OFF-PA-10001745,Catherine Glotzbach,indonesia,Palembang,Region A,64,single,Mandiri Deposit,95," 262,405,571 ",7671677,3,1,2
6/21/2013,Standard Class,OFF-BI-10004826,Catherine Glotzbach,indonesia,Palembang,Region A,34,single,Mandiri Deposit,97," 825,165,672 ",35650419,2,1,0
6/21/2013,Standard Class,OFF-PA-10001870,Catherine Glotzbach,indonesia,Palembang,Region A,65,single,Mandiri Deposit,24," 605,597,156 ",65282112,0,1,2
6/21/2013,Standard Class,OFF-AP-10001058,Catherine Glotzbach,indonesia,Palembang,Region A,42,single,Mandiri Deposit,190," 323,977,787 ",186127174,1,1,2
11/29/2014,Standard Class,FUR-FU-10003601,Ross Baird,indonesia,Palembang,Region A,59,single,Mandiri Deposit,199," 581,134,956 ",10388912,1,1,0
11/29/2014,Standard Class,FUR-FU-10000576,Ross Baird,indonesia,Palembang,Region A,68,single,Mandiri Deposit,131," 346,447,041 ",156247922,1,0,0
11/29/2014,Standard Class,FUR-TA-10004154,Ross Baird,indonesia,Palembang,Region A,52,single,Investment and Bank Insurance,170," 108,083,967 ",191997941,3,0,0
11/29/2014,Standard Class,OFF-PA-10000788,Ross Baird,indonesia,Palembang,Region A,45,single,Mandiri Deposit,198," 701,470,766 ",121174316,1,1,0
11/29/2014,Standard Class,OFF-PA-10002479,Ross Baird,indonesia,Palembang,Region A,40,single,Mandiri Deposit,188," 699,450,395 ",145858767,2,0,1
4/10/2014,Platinum Class,OFF-LA-10004055,Bryan Spruell,indonesia,Padang,Region A,67,single,Mandiri Deposit,189," 114,915,670 ",179102380,0,1,1
4/10/2014,Platinum Class,OFF-AR-10004344,Bryan Spruell,indonesia,Padang,Region A,39,single,Mandiri Deposit,160," 302,177,186 ",170931704,2,0,1
4/10/2014,Platinum Class,OFF-PA-10004621,Bryan Spruell,indonesia,Padang,Region A,62,single,Mandiri Deposit,1," 23,337,461 ",102935308,0,0,0
4/10/2014,Platinum Class,OFF-PA-10001281,Bryan Spruell,indonesia,Padang,Region A,72,single,Mandiri Deposit,128," 593,040,969 ",140970348,0,1,0
4/10/2014,Platinum Class,OFF-LA-10001613,Bryan Spruell,indonesia,Padang,Region A,22,single,Mandiri Deposit,165," 958,786,338 ",78317246,1,1,2
4/10/2014,Platinum Class,OFF-ST-10001097,Bryan Spruell,indonesia,Padang,Region A,75,single,Mandiri Consumer Loan,72," 126,651,171 ",136151214,2,1,0
10/6/2014,Gold Class,TEC-PH-10003555,Phillina Ober,indonesia,Padang,Region A,53,single,Mandiri Deposit,40," 753,454,791 ",178223234,1,1,1
10/6/2014,Gold Class,OFF-BI-10004492,Phillina Ober,indonesia,Padang,Region A,46,single,Mandiri Deposit,8," 194,005,849 ",8992450,2,0,0
9/30/2014,Standard Class,OFF-LA-10001569,Ann Steele,indonesia,Bandung,Region B,23,menikah,Mandiri Deposit,53," 957,352,886 ",92869030,1,0,2
9/30/2014,Standard Class,OFF-EN-10000461,Ann Steele,indonesia,Bandung,Region B,20,menikah,Mandiri Deposit,138," 808,810,591 ",131920430,3,1,2
9/30/2014,Standard Class,TEC-MA-10003066,Ann Steele,indonesia,Bandung,Region B,49,menikah,Mandiri Saving,124," 434,833,982 ",147986135,0,0,0
3/29/2012,Gold Class,FUR-CH-10004086,Sara Luxemburg,indonesia,Palu,Region D,55,menikah,Mandiri Deposit,173," 731,043,302 ",140678997,1,0,0
11/14/2013,Standard Class,OFF-AR-10002956,Frank Merwin,indonesia,Samarinda,Region C,60,single,Mandiri Deposit,175," 430,626,318 ",189609742,1,1,0
9/17/2012,Gold Class,OFF-PA-10004100,Meg O'Connel,indonesia,Balikpapan,Region C,24,single,Mandiri Deposit,111," 465,133,750 ",54502412,2,1,0
12/18/2014,Platinum Class,OFF-BI-10000320,Hallie Redmond,indonesia,Balikpapan,Region C,76,single,Mandiri Deposit,198," 683,719,558 ",62581666,3,0,0
1/11/2013,Gold Class,OFF-PA-10001166,Deanra Eno,indonesia,Pekanbaru,Region A,56,single,Mandiri Deposit,87," 491,868,653 ",47350142,3,0,2
1/11/2013,Gold Class,OFF-PA-10003656,Deanra Eno,indonesia,Pekanbaru,Region A,55,single,Mandiri Deposit,62," 600,580,151 ",156386616,3,0,0
1/11/2013,Gold Class,TEC-PH-10000148,Deanra Eno,indonesia,Pekanbaru,Region A,62,single,Mandiri Deposit,190," 917,203,157 ",168316839,2,1,0
4/23/2013,Standard Class,FUR-FU-10003975,Ed Ludwig,indonesia,Bandung,Region B,43,single,Mandiri Deposit,29," 587,043,953 ",40141213,3,0,1
3/21/2013,Standard Class,FUR-TA-10001095,Robert Dilbeck,indonesia,Bali,Region B,21,single,Investment and Bank Insurance,190," 814,441,091 ",182500109,2,0,0
10/13/2014,Standard Class,FUR-CH-10002304,Steve Nguyen,indonesia,jakarta,Region B,21,single,Mandiri Deposit,57," 145,957,456 ",127302706,1,1,2
4/4/2012,Standard Class,OFF-AR-10000716,Nicole Fjeld,indonesia,Padang,Region A,67,single,Mandiri Deposit,103," 808,479,497 ",81838711,1,0,1
4/4/2012,Standard Class,FUR-FU-10004622,Nicole Fjeld,indonesia,Padang,Region A,27,single,Mandiri Deposit,79," 366,038,872 ",70065219,1,1,1
4/4/2012,Standard Class,OFF-BI-10002735,Nicole Fjeld,indonesia,Padang,Region A,47,single,Mandiri Deposit,92," 972,907,594 ",72772264,2,1,0
4/4/2012,Standard Class,OFF-BI-10003529,Nicole Fjeld,indonesia,Padang,Region A,65,single,Mandiri Deposit,68," 657,783,673 ",39845912,1,1,2
11/25/2013,Standard Class,OFF-FA-10001754,Matthew Grinstein,indonesia,Palembang,Region A,67,single,Mandiri Credit Card,113," 265,106,198 ",147932529,2,0,1
7/25/2012,Standard Class,OFF-BI-10001524,Ross Baird,indonesia,Palembang,Region A,54,single,Mandiri Deposit,6," 742,157,064 ",44826660,0,1,0
11/20/2012,Standard Class,OFF-AR-10003732,Skye Norling,indonesia,Balikpapan,Region C,61,single,Mandiri Deposit,170," 433,524,048 ",65449726,3,1,2
4/29/2013,Standard Class,OFF-PA-10001970,Erica Hernandez,indonesia,Pontianak,Region C,45,single,Mandiri Deposit,164," 661,658,467 ",21999187,3,0,1
9/30/2013,Platinum Class,OFF-AR-10000255,Chad Cunningham,indonesia,Jogyakarta,Region B,78,menikah,Mandiri Deposit,108," 457,073,530 ",63356257,2,1,0
12/27/2012,Standard Class,OFF-PA-10000605,Brad Thomas,indonesia,Jambi,Region A,39,single,Mandiri Deposit,76," 358,469,453 ",72349220,3,1,2
12/27/2012,Standard Class,OFF-AP-10002518,Brad Thomas,indonesia,Jambi,Region A,21,single,Mandiri Deposit,110," 684,885,006 ",109859776,3,1,1
6/15/2013,Platinum Class,OFF-AR-10001545,Paul Van Hugh,indonesia,Balikpapan,Region C,62,single,Mandiri Deposit,124," 202,709,460 ",93655609,1,0,1
6/15/2013,Platinum Class,TEC-AC-10001013,Paul Van Hugh,indonesia,Balikpapan,Region C,51,single,Mandiri Deposit,37," 860,535,350 ",52576654,3,1,1
6/15/2013,Platinum Class,OFF-AR-10002255,Paul Van Hugh,indonesia,Balikpapan,Region C,37,single,Mandiri Deposit,165," 807,504,046 ",146986991,0,0,2
3/2/2012,Standard Class,OFF-AR-10003156,Pete Armstrong,indonesia,jakarta,Region B,59,menikah,Mandiri Deposit,35," 232,910,002 ",163895951,2,1,2
3/2/2012,Standard Class,OFF-EN-10001532,Pete Armstrong,indonesia,jakarta,Region B,25,menikah,Mandiri Deposit,148," 316,088,651 ",55222410,0,1,2
6/6/2013,Standard Class,OFF-ST-10003479,Joni Sundaresam,indonesia,Palembang,Region A,58,single,Mandiri Consumer Loan,164," 83,578,907 ",58264903,3,1,2
6/6/2013,Standard Class,OFF-LA-10000973,Joni Sundaresam,indonesia,Palembang,Region A,57,single,Mandiri Deposit,69," 81,611,042 ",89462286,0,0,0
12/20/2011,Platinum Class,FUR-TA-10001932,Penelope Sewall,indonesia,Makasar,Region D,26,menikah,Investment and Bank Insurance,13," 65,994,863 ",61100791,0,1,0
12/20/2011,Platinum Class,FUR-TA-10000617,Penelope Sewall,indonesia,Makasar,Region D,58,menikah,Investment and Bank Insurance,162," 181,518,473 ",125548125,0,0,0
3/3/2011,Standard Class,TEC-PH-10004700,Anne Pryor,indonesia,Padang,Region A,64,single,Mandiri Deposit,23," 703,852,994 ",133528462,2,0,2
3/3/2011,Standard Class,OFF-BI-10004593,Anne Pryor,indonesia,Padang,Region A,51,single,Mandiri Deposit,150," 68,276,247 ",83763302,2,1,2
3/3/2011,Standard Class,OFF-BI-10003429,Anne Pryor,indonesia,Padang,Region A,71,single,Mandiri Deposit,105," 206,830,607 ",95922363,3,0,1
8/30/2013,Standard Class,OFF-SU-10000381,Adam Bellavance,indonesia,Jambi,Region A,27,single,Mandiri Deposit,32," 150,951,313 ",157994011,1,1,0
12/27/2011,Gold Class,OFF-LA-10004425,Alyssa Tate,indonesia,Balikpapan,Region C,73,single,Mandiri Deposit,93," 158,882,491 ",97263145,2,0,1
4/25/2013,Gold Class,TEC-AC-10003174,Cathy Armstrong,indonesia,Semarang,Region B,65,menikah,Mandiri Deposit,106," 676,194,890 ",191588470,1,1,1
2/27/2014,Gold Class,OFF-AP-10004532,Bradley Talbott,indonesia,Balikpapan,Region C,28,single,Mandiri Deposit,106," 271,197,166 ",91086516,0,0,1
2/27/2014,Gold Class,TEC-PH-10004447,Bradley Talbott,indonesia,Balikpapan,Region C,63,single,Mandiri Deposit,186," 564,867,538 ",151744575,1,0,1
2/27/2014,Gold Class,OFF-PA-10001970,Bradley Talbott,indonesia,Balikpapan,Region C,70,single,Mandiri Deposit,18," 429,060,131 ",167221632,1,0,2
2/27/2014,Gold Class,OFF-PA-10000682,Bradley Talbott,indonesia,Balikpapan,Region C,73,single,Mandiri Deposit,167," 957,826,914 ",133066394,0,1,1
7/12/2011,Standard Class,OFF-ST-10000107,Ben Ferrer,indonesia,Balikpapan,Region C,35,single,Mandiri Consumer Loan,141," 263,589,164 ",191351748,3,0,1
7/12/2011,Standard Class,TEC-PH-10000439,Ben Ferrer,indonesia,Balikpapan,Region C,45,single,Mandiri Deposit,152," 906,117,539 ",98519376,0,1,0
8/30/2013,Standard Class,TEC-PH-10003442,Meg O'Connel,indonesia,Padang,Region A,76,single,Mandiri Deposit,83," 834,174,607 ",170163328,2,0,2
3/11/2014,Standard Class,OFF-AR-10003958,Mick Hernandez,indonesia,Jambi,Region A,49,single,Mandiri Deposit,25," 694,381,994 ",127180731,2,0,2
3/11/2014,Standard Class,TEC-PH-10000149,Mick Hernandez,indonesia,Jambi,Region A,20,single,Mandiri Deposit,138," 667,105,889 ",69074934,3,1,1
3/11/2014,Standard Class,FUR-FU-10003724,Mick Hernandez,indonesia,Jambi,Region A,27,single,Mandiri Deposit,86," 91,835,302 ",78088555,3,1,2
3/11/2014,Standard Class,FUR-FU-10003535,Mick Hernandez,indonesia,Jambi,Region A,78,single,Mandiri Deposit,68," 769,818,809 ",74708866,2,1,0
12/25/2013,Gold Class,TEC-AC-10004469,Ross Baird,indonesia,Makasar,Region D,59,single,Mandiri Deposit,147," 534,101,762 ",59855224,2,0,1
7/4/2012,Standard Class,OFF-AR-10004817,Alan Dominguez,indonesia,Padang,Region A,65,single,Mandiri Deposit,55," 534,746,648 ",68624634,2,0,2
11/11/2013,Platinum Class,OFF-BI-10004970,Chuck Clark,indonesia,Balikpapan,Region C,27,single,Mandiri Deposit,12," 644,303,949 ",194669458,0,1,2
11/11/2013,Platinum Class,OFF-PA-10003172,Chuck Clark,indonesia,Balikpapan,Region C,80,single,Mandiri Deposit,187," 393,884,873 ",23560642,2,0,2
9/19/2012,Gold Class,FUR-BO-10003433,Tracy Collins,indonesia,Makasar,Region D,50,menikah,Mandiri Deposit,122," 653,125,981 ",84845393,1,1,0
6/14/2012,Standard Class,FUR-FU-10001867,Alan Dominguez,indonesia,Palembang,Region A,36,single,Mandiri Deposit,153," 910,753,128 ",53090655,2,0,2
10/16/2014,Gold Class,OFF-AR-10002818,Frank Gastineau,indonesia,Balikpapan,Region C,70,single,Mandiri Deposit,125," 467,773,402 ",62389179,3,0,2
6/3/2014,Standard Class,TEC-PH-10000347,Alejandro Ballentine,indonesia,Padang,Region A,68,single,Mandiri Deposit,70," 646,345,791 ",44087259,0,0,1
6/3/2014,Standard Class,OFF-ST-10004507,Alejandro Ballentine,indonesia,Padang,Region A,76,single,Mandiri Consumer Loan,65," 943,914,008 ",77953178,1,0,0
